,Unnamed: 0,Brand,Category,Product Name,Price,Reviewer,Review,Product Purchase,Ratings,Date Of Review,Response,category,Polarity
541,772,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,rainbowglitter,bought 4 because had discount, VERSATILE,5,2019-10-11 15:38:00,no,product,1
543,774,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,rainbowglitter,maybe won't put so much next time, VERSATILE,5,2019-10-11 15:38:00,no,product,-1
544,775,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,lululu8,item received in good condition, SEEKER,5,2019-10-14 19:55:00,no,delivery,1
545,776,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,lululu8,havent tried the item so cant comment on the quality, SEEKER,5,2019-10-14 19:55:00,no,product,0
546,777,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,elsaryna,received 2 days after payment! super fast! delivery guy was very efficient! soo happy with the purchased, GLOBETROTER 135,5,2019-10-03 21:26:00,no,kiv,1
547,778,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,elsaryna,already owned 6 of them, GLOBETROTER 135,5,2019-10-03 21:26:00,no,product,1
548,779,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,elsaryna,"last really long, longer than my relationships", GLOBETROTER 135,5,2019-10-03 21:26:00,no,product,1
550,781,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,elsaryna,"to speed up the process, lick your lips (nikkietutorial's tip)", GLOBETROTER 135,5,2019-10-03 21:26:00,no,product,0
552,783,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,jovinwoo,it's more orangy than red but it really stays on so you have to use those waterproof make up remover to get it out, GLOBETROTER 135,5,2019-10-14 11:15:00,no,product,1
553,784,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,sg9085_07118,i like this lipstick., VERSATILE,5,2019-10-15 12:34:00,no,product,1
554,785,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,sg9085_07118,really superstay, VERSATILE,5,2019-10-15 12:34:00,no,product,1
555,786,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,sg9085_07118,delivery quiet fast, VERSATILE,5,2019-10-15 12:34:00,no,delivery,1
556,787,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,kyy456456,very fast delivery also v good lipstick, DANCER 118,5,2019-10-14 20:19:00,no,delivery / product,1
557,788,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,kyy456456,will definitely buy more colours, DANCER 118,5,2019-10-14 20:19:00,no,product,1
558,789,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,kyy456456,also love the key ring, DANCER 118,5,2019-10-14 20:19:00,no,product,1
560,791,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,jeihope,"very fast delivery, order arrived the next day!", SEEKER,5,2019-10-12 00:40:00,no,delivery,1
561,792,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,moustastic,super worth the price, FOUNDER 115,5,2019-10-13 16:33:00,no,product,1
562,793,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,moustastic,very pigmented., FOUNDER 115,5,2019-10-13 16:33:00,no,product,1
563,794,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,pigugrass,orangey shade, VERSATILE,4,2019-10-15 08:20:00,no,product,0
564,795,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,auricomum,repeated order, VERSATILE,5,2019-10-09 20:10:00,no,product,1
565,796,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,auricomum,delivery is fast as usual, VERSATILE,5,2019-10-09 20:10:00,no,delivery,1
566,797,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,auricomum,i like crayon matte than superstay matte, VERSATILE,5,2019-10-09 20:10:00,no,product,1
567,798,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,gwensternator,havenâ€™t tried it yet but received the product in sealed good condition!, VERSATILE,5,2019-10-12 11:55:00,no,delivery,1
568,799,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,jyjoey123,feel very dry on my lips but the colour is really long lasting, DELICATE,5,2019-10-12 19:00:00,no,product,0
569,800,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,ngoc_lethuy,authentic, SELFSTARTER 130,5,2019-10-03 00:16:00,no,product,0
570,801,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,ngoc_lethuy,product is made in china, SELFSTARTER 130,5,2019-10-03 00:16:00,no,kiv,
571,802,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,ngoc_lethuy,manufacturing date was early 2019 (not bad!), SELFSTARTER 130,5,2019-10-03 00:16:00,no,product,1
572,803,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,ngoc_lethuy,very fast delivery., SELFSTARTER 130,5,2019-10-03 00:16:00,no,delivery,1
574,805,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,ngoc_lethuy,happy with this purchase, ASSERTIVE,5,2019-10-06 11:32:00,no,product,1
575,806,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,ngoc_lethuy,would recommend., ASSERTIVE,5,2019-10-06 11:32:00,no,product,1
576,807,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,hilwaaawa,fast delivery!!, FOUNDER 115,5,2019-10-13 03:53:00,no,delivery,1
577,808,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,scorpiospeef,loving the matte new lippy, SEEKER,5,2019-10-03 08:29:00,no,product,1
578,809,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,scorpiospeef,the colour is really vibrant and the best of all it is really long lasting, SEEKER,5,2019-10-03 08:29:00,no,product,1
579,810,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,scorpiospeef,"happy with purchase ~ also delivery was quick.
 have yet to try the foundation", SEEKER,5,2019-10-03 08:29:00,no,"delivery
",1
580,811,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,emelynllapitan,love this lipstick 115, FOUNDER 115,5,2019-10-10 08:22:00,no,product,1
581,812,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,emelynllapitan,ðÿ‘„yes proven superstay ðÿ˜šðÿ˜ ðÿ‘, FOUNDER 115,5,2019-10-10 08:22:00,no,product,1
582,813,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,genevieloh,product looks the same as those in watson's, DELICATE,5,2019-10-14 20:38:00,no,product,1
583,814,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,genevieloh,love it!!, DELICATE,5,2019-10-14 20:38:00,no,product,1
584,815,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,seasonally,love the colours! amazonian is the perfect medium brown nude and self-starter is a cheerful daily pink, SELFSTARTER 130,5,2019-09-14 10:15:00,yes,kiv,1
585,816,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,seasonally,spiral galaxy is my dream shimmery pink and mauve for me will be another beautiful everyday pink, SELFSTARTER 130,5,2019-09-14 10:15:00,yes,kiv,1
586,817,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,seasonally,"plus, finally got 128 warm nude to match my skin tone! thank you for the quick delivery too!", SELFSTARTER 130,5,2019-09-14 10:15:00,yes,kiv,1
588,819,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,ashleigh148,items received in bubble wrap, ARTIST 120,5,2019-09-20 00:40:00,no,delivery,1
589,820,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,ashleigh148,"great liquid lipstick! but depending on which color, some may not dry down matte too well", ARTIST 120,5,2019-09-20 00:40:00,no,kiv,0
591,822,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,izzxh,fast delivery, INSPIRER 125,5,2019-10-05 01:49:00,no,delivery,1
592,823,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,kleyr12m,the product came in good condition in proper packaging, SELFSTARTER 130,5,2019-10-04 15:47:00,no,delivery,1
594,825,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,julipie,fast delivery, SELFSTARTER 130,5,2019-10-12 21:49:00,no,delivery,1
595,826,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,cathvoon,love the colours n much cheaper than retail, VERSATILE,5,2019-09-18 10:32:00,no,product,1
596,827,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,cathvoon,the colour really can stay for the whole day even after food, VERSATILE,5,2019-09-18 10:32:00,no,product,1
597,828,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,dianarohop,fast and prompt, SEEKER,5,2019-09-20 22:35:00,no,delivery,1
598,829,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,randi,fast delivery and came nicely packed!, VERSATILE,5,2019-10-03 22:08:00,no,delivery,1
604,836,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,babyzila,my fav lipstick of all time, DELICATE,5,2019-08-27 15:39:00,no,product,1
605,837,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,babyzila,very lasting, DELICATE,5,2019-08-27 15:39:00,no,product,1
606,838,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,babyzila,im looking to buy most of the shades!, DELICATE,5,2019-08-27 15:39:00,no,product,1
607,839,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,sandychanana,bought t as a gift, FOUNDER 115,5,2019-09-10 18:22:00,no,product,0
608,840,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,sandychanana,received well in time, FOUNDER 115,5,2019-09-10 18:22:00,no,delivery,1
609,841,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,sandychanana,no opinion on how it looks yet, FOUNDER 115,5,2019-09-10 18:22:00,no,product,0
610,842,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,sandychanana,hope that it works fine, FOUNDER 115,5,2019-09-10 18:22:00,no,product,0
611,843,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,mixueang,lipsticks mfg dated 2019 except for the free gift on shade protector 85 is on 2018, INSPIRER 125,4,2019-07-22 20:36:00,no,product,0
618,850,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,mixueang,love the lipstick i bought with that 50% off second pc, FOUNDER 115,5,2019-07-31 14:28:00,no,product,1
622,855,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,sookie10,order came super fast, INSPIRER 125,5,2019-08-21 11:13:00,no,delivery,1
624,857,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,dr3amie,item came quickly, FOUNDER 115,5,2019-08-01 13:51:00,no,delivery,1
625,858,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,dr3amie,really can't wait to use it, FOUNDER 115,5,2019-08-01 13:51:00,no,product,0
626,859,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,dr3amie,i really love this range of lipstick, FOUNDER 115,5,2019-08-01 13:51:00,no,product,1
632,865,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,gohchloe,received in 10 days, VERSATILE,5,2019-08-05 22:57:00,no,delivery,0
634,867,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,gohchloe,good deal!!, VERSATILE,5,2019-08-05 22:57:00,no,product,1
635,868,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,jasrinaaa,good buy.., GROUNDBREAKER 117,5,2019-08-08 09:26:00,no,product,1
636,869,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,jasrinaaa,got each lipstick for almost half the price...., GROUNDBREAKER 117,5,2019-08-08 09:26:00,no,product,0
639,872,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,vanillaeclairs,nice reddish brown shade, SEEKER,5,2019-07-19 20:52:00,no,product,1
641,874,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,vanillaeclairs,very pigmented, SEEKER,5,2019-07-19 20:52:00,no,product,1
651,884,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,kinstatic,received product in good condition & fast delivery, INSPIRER 125,5,2019-06-28 16:38:00,no,delivery,1
652,885,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,kinstatic,bought this as there are lots of good review on this, INSPIRER 125,5,2019-06-28 16:38:00,no,product,1
655,888,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,kabiski,major love for the superstay lipstick range, AMBITIOUS,5,2019-03-21 07:19:00,no,product,1
656,889,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,kabiski,legit lasts a long time, AMBITIOUS,5,2019-03-21 07:19:00,no,product,1
658,891,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,kabiski,excited to try out these new colours., AMBITIOUS,5,2019-03-21 07:19:00,no,product,0
659,892,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,two2two,nice colour with a shea butter scent, DANCER 118,4,2019-08-06 10:53:00,no,product,1
661,894,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,two2two,not a very comfortable feeling, DANCER 118,4,2019-08-06 10:53:00,no,product,-1
663,896,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,queenmermaid,love this color, SELFSTARTER 130,5,2019-03-11 19:51:00,no,product,1
665,898,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,queenmermaid,just the applicator is abit hard, SELFSTARTER 130,5,2019-03-11 19:51:00,no,product,-1
669,902,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,jennychua527,received earlier than expected, SELFSTARTER 130,5,2019-05-30 15:31:00,no,delivery,1
677,910,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,lumshireli,value for money :), DELICATE,5,2019-07-30 08:16:00,no,product,1
679,912,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,zionatoh,nice, GROUNDBREAKER 117,5,2019-08-04 16:23:00,no,product,1
680,913,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,loveoncall,nice, ARTIST 120,5,2019-08-02 20:48:00,no,product,1
683,916,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,76shirley,it won't stick to the cup, AMBITIOUS,2,2019-06-17 18:55:00,no,product,1
687,920,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,denisezx,doesn't transfer as well, FOUNDER 115,5,2019-04-25 00:17:00,no,product,1
688,921,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,denisezx,will purchase more after a few more usages, FOUNDER 115,5,2019-04-25 00:17:00,no,product,0
691,924,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,viplonline,love the colour, FOUNDER 115,5,2019-03-28 00:15:00,no,product,1
695,928,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,janessangita,package was open a bit when i received, INSPIRER 125,5,2019-07-18 13:12:00,no,kiv,
697,930,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,nurrafiiidah,fast delivery, SELFSTARTER 130,5,2019-07-21 21:40:00,no,delivery,1
698,931,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,nurrafiiidah,good product, SELFSTARTER 130,5,2019-07-21 21:40:00,no,product,1
700,933,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,silveryayu,order was shipped out the next day, VERSATILE,5,2019-05-31 20:21:00,no,delivery,1
701,934,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,silveryayu,highly recommend when there is sale for products!, VERSATILE,5,2019-05-31 20:21:00,no,product,1
702,935,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,renurai561,it seriously lasts forever, FOUNDER 115,5,2019-04-11 09:54:00,no,product,1
706,939,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,deepikarp,fast delivery, GLOBETROTER 135,5,2019-06-02 12:40:00,no,delivery,1
707,940,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,deepikarp,good product, GLOBETROTER 135,5,2019-06-02 12:40:00,no,product,1
710,943,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,lndsylv_sg,i purchased the items during sale, DELICATE,5,2019-03-20 19:45:00,no,product,0
711,944,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,lndsylv_sg,it took like almost 2 weeks to arrive, DELICATE,5,2019-03-20 19:45:00,no,delivery,-1
714,947,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,eylenelow,love, GROUNDBREAKER 117,5,2019-06-27 22:27:00,no,product,1
715,948,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,robert.borjam,item receieved in good condition, ASSERTIVE,5,2019-06-11 21:31:00,no,product,1
716,949,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,robert.borjam,nice product., ASSERTIVE,5,2019-06-11 21:31:00,no,product,1
717,950,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,fooyinjek,received in good condition, VERSATILE,5,2019-05-30 20:38:00,no,product,1
720,953,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,sintnyo,last very long!, SEEKER,5,2019-03-25 00:40:00,no,product,1
723,956,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,dianradke,fast delivery, AMBITIOUS,5,2019-05-31 22:16:00,no,delivery,1
732,965,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,neezeothman,would give zero star if i could., GROUNDBREAKER 117,1,2019-04-15 00:46:00,no,product,-1
736,969,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,seewenqi,i love the colour, GROUNDBREAKER 117,5,2019-05-13 11:04:00,no,product,1
737,970,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,seewenqi,super long lasting, GROUNDBREAKER 117,5,2019-05-13 11:04:00,no,product,1
738,971,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,seewenqi,delivery cane with bubble wrap, GROUNDBREAKER 117,5,2019-05-13 11:04:00,no,delivery,0
740,973,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,subahselvam,fast delivery, FOUNDER 115,5,2019-03-02 15:15:00,no,delivery,1
741,975,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,herlinahimura,items received earlier than expected, FOUNDER 115,5,2019-04-12 09:06:00,no,delivery,1
743,977,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,herlinahimura,love the items!, FOUNDER 115,5,2019-04-12 09:06:00,no,product,1
744,979,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,pewinakaur,not as expected, INSPIRER 125,1,2019-03-27 22:02:00,no,product,-1
746,981,Maybelline,Lips,Maybelline Superstay Matte Ink Lipstick City Edition,14.32,onruyu,amazing staying power, ARTIST 120,5,2019-02-12 10:29:00,no,product,1
754,1098,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,nymphinblack,repeat customer of this concealer as it works well, IAR Medium,4,2019-12-22 19:55:00,no,product,1
758,1102,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,shernonlai,travel size product, IAR Medium,5,2019-12-17 00:38:00,no,product,0
761,1105,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,karenhng,bought on bhalf of friend, IAR Medium,5,2019-12-15 12:45:00,no,product,0
762,1106,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,karenhng,cant rate it personally., IAR Medium,5,2019-12-15 12:45:00,no,product,0
764,1108,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,sandraxlim,never tried pdts b4, IAR Light,4,2019-12-13 20:33:00,no,product,0
769,1113,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,tracyyanglau,very bad, IAR Fair,1,2019-12-08 23:47:00,no,product,-1
773,1117,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,jinnie1982,fast delivery, IAR Fair,5,2019-12-10 00:53:00,no,delivery,1
774,1118,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,jinnie1982,seller sent free gift ^^!!, IAR Fair,5,2019-12-10 00:53:00,no,product,1
775,1119,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,sohmeiyu,received order as described, IAR Light,5,2019-12-01 23:36:00,no,product,0
776,1120,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,sohmeiyu,good buy, IAR Light,5,2019-12-01 23:36:00,no,product,1
777,1121,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,sohmeiyu,fast delivery, IAR Light,5,2019-12-01 23:36:00,no,delivery,1
778,1122,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,sohmeiyu,will buy again., IAR Light,5,2019-12-01 23:36:00,no,product,1
781,1125,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,faezahkaptenpenn,brand new!!!, IAR Medium,5,2019-12-06 07:51:00,no,product,1
785,1129,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,joshmernate,good deal, IAR Light,5,2019-11-23 09:57:00,no,product,1
792,1136,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,celineezxz,like sponge applicator, IAR Medium,5,2019-11-14 12:08:00,no,product,0
793,1137,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,celineezxz,its half of the retail size for this purchase n so is price., IAR Medium,5,2019-11-14 12:08:00,no,product,1
798,1142,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,tanmeowlan,love the size of make up remover, IAR Honey,5,2019-11-13 11:11:00,no,product,1
799,1143,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,tanmeowlan,easy to bring for travel and gym centre, IAR Honey,5,2019-11-13 11:11:00,no,kiv,
800,1144,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,orlie2up,"packaged nicely with the rest of my order, came precisely with the free make-up removers as indicated in the promotion! ðÿ‘ðÿ‘", IAR Medium,5,2019-11-16 02:54:00,no,kiv,
801,1145,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,secretvampire,"fast delivery, received item within 2weeks time.", IAR Fair,5,2019-11-03 09:02:00,no,kiv,
802,1146,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,secretvampire,"nice, both item expired on 2022", IAR Fair,5,2019-11-03 09:02:00,no,kiv,
803,1147,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,secretvampire,"fast delivery, received item within 2weeks time.", IAR Fair,5,2019-11-03 09:00:00,no,kiv,
804,1148,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,secretvampire,"nice, both item expired on 2022", IAR Fair,5,2019-11-03 09:00:00,no,kiv,
805,1149,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,fatimahsallim,favourite concealer, IAR Sand,5,2019-11-08 08:24:00,no,product,1
806,1150,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,fatimahsallim,worth it for the price paid plus it covers................., IAR Sand,5,2019-11-08 08:24:00,no,product,1
807,1151,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,joycehoi,received without free giftï¼œso bad so sadï¼ï¼felt cheatedï¼ï¼ï¼, IAR Sand,1,2019-11-15 20:27:00,no,kiv,
808,1152,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,tooooods,"items well packed, received quickly and in great condition!", IAR Caramel,5,2019-11-08 23:01:00,no,kiv,
809,1153,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,the.y4wn,product came as it is stated however there is no free makeup remover, IAR Medium,3,2019-11-09 12:52:00,no,kiv,
810,1154,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,madzlik,"order on 3/11/19, delivered on 7/11/19", IAR Medium,5,2019-11-07 19:20:00,no,kiv,
811,1155,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,madzlik,product came in good condition and the seal was intact, IAR Medium,5,2019-11-07 19:20:00,no,kiv,
812,1156,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,madzlik,tried the product and colour was what i expected so overall 5 stars, IAR Medium,5,2019-11-07 19:20:00,no,kiv,
813,1157,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,siouhwee,"quick delivery, good deal..", IAR Honey,5,2019-11-14 20:26:00,no,kiv,
814,1158,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,fatimahsallim,got all my items and the free make up remover, IAR Honey,5,2019-11-02 13:46:00,no,kiv,
815,1159,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,fatimahsallim,excellent buy and worth it!!!!!!!!!!, IAR Honey,5,2019-11-02 13:46:00,no,product,1
816,1160,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,tiang1990,received within a week, IAR Light,5,2019-11-02 15:52:00,no,delivery,0
817,1161,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,tiang1990,will buy again ans its cheaper then retail shop, IAR Light,5,2019-11-02 15:52:00,no,product,1
818,1162,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,cmong8,ordered on 26/10 and received today 31/10, IAR Fair,5,2019-10-31 12:40:00,no,kiv,
819,1163,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,cmong8,i am glad that this time i got it during flash sales and comes with free gifts too, IAR Fair,5,2019-10-31 12:40:00,no,kiv,
820,1164,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,cmong8,thanks seller for the free gift, IAR Fair,5,2019-10-31 12:40:00,no,kiv,
821,1165,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,tooooods,"fast delivery and items were nicely packed and received, thanks!", IAR Light,5,2019-11-02 20:29:00,no,kiv,
822,1166,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,tooooods,items were well packed and received quickly in good condition!, IAR Honey,5,2019-11-02 21:34:00,no,kiv,
823,1167,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,mayyunsoh,fast delivery and good condition thanks, IAR Honey,5,2019-11-03 09:29:00,no,kiv,
824,1168,Maybelline,Concealer,Maybelline Instant Age Rewind Concealer,15.92,silviays,"fast delivery, repeated purchase, recommended to buy from this seller", IAR Sand,4,2019-11-02 02:35:00,no,kiv,
